date,country,cases,deaths,recoveries
2003-06-30,Philippines,14,2,12
2003-06-30,Republic of Ireland,1,0,1
2003-06-30,Republic of Korea,3,0,3
2003-06-30,Romania,1,0,1
2003-06-30,Russian Federation,1,0,0
2003-06-30,Singapore,206,32,171
2003-06-30,South Africa,1,1,0
2003-06-30,Spain,1,0,1
2003-06-30,Sweden,3,0,3
2003-06-30,Switzerland,1,0,1
2003-06-30,Thailand,9,2,7
2003-06-30,United Kingdom,4,0,4
2003-06-30,United States,73,0,63
2003-06-30,Viet Nam,63,5,58
2003-07-01,Brazil,1,0,1
2003-07-01,Canada,252,38,192
2003-07-01,China,5327,348,4930
2003-07-01,"Hong Kong SAR, China",1755,298,1429
2003-07-01,"Macao SAR, China",1,0,1
2003-07-01,"Taiwan, China",678,84,498
2003-07-01,Colombia,1,0,1
2003-07-01,Finland,1,0,1
2003-07-01,France,7,0,6
2003-07-01,Germany,10,0,9
2003-07-01,India,3,0,3
2003-07-01,Indonesia,2,0,2
2003-07-01,Italy,5,0,5
2003-07-01,Kuwait,1,0,1
2003-07-01,Malaysia,5,2,3
2003-07-01,Mongolia,9,0,9
2003-07-01,New Zealand,1,0,1
2003-07-01,Philippines,14,2,12
2003-07-01,Republic of Ireland,1,0,1
2003-07-01,Republic of Korea,3,0,3
2003-07-01,Romania,1,0,1
2003-07-01,Russian Federation,1,0,0
2003-07-01,Singapore,206,32,171
2003-07-01,South Africa,1,1,0
2003-07-01,Spain,1,0,1
2003-07-01,Sweden,3,0,3
2003-07-01,Switzerland,1,0,1
2003-07-01,Thailand,9,2,7
2003-07-01,United Kingdom,4,0,4
2003-07-01,United States,73,0,63
2003-07-01,Viet Nam,63,5,58
2003-07-02,Brazil,1,0,1
2003-07-02,Canada,252,38,192
2003-07-02,China,5327,348,4933
2003-07-02,"Hong Kong SAR, China",1755,298,1429
2003-07-02,"Macao SAR, China",1,0,1
2003-07-02,"Taiwan, China",676,84,498
2003-07-02,Colombia,1,0,1
2003-07-02,Finland,1,0,1
2003-07-02,France,7,0,6
2003-07-02,Germany,10,0,9
2003-07-02,India,3,0,3
2003-07-02,Indonesia,2,0,2
2003-07-02,Italy,4,0,4
2003-07-02,Kuwait,1,0,1
2003-07-02,Malaysia,5,2,3
2003-07-02,Mongolia,9,0,9
2003-07-02,New Zealand,1,0,1
2003-07-02,Philippines,14,2,12
2003-07-02,Republic of Ireland,1,0,1
2003-07-02,Republic of Korea,3,0,3
2003-07-02,Romania,1,0,1
2003-07-02,Russian Federation,1,0,0
2003-07-02,Singapore,206,32,171
2003-07-02,South Africa,1,1,0
2003-07-02,Spain,1,0,1
2003-07-02,Sweden,3,0,3
2003-07-02,Switzerland,1,0,1
2003-07-02,Thailand,9,2,7
2003-07-02,United Kingdom,4,0,4
2003-07-02,United States,73,0,63
2003-07-02,Viet Nam,63,5,58
2003-07-03,Brazil,1,0,1
2003-07-03,Canada,251,38,193
2003-07-03,China,5327,348,4933
2003-07-03,"Hong Kong SAR, China",1755,298,1429
2003-07-03,"Macao SAR, China",1,0,1
2003-07-03,"Taiwan, China",674,84,498
2003-07-03,Colombia,1,0,1
2003-07-03,Finland,1,0,1
2003-07-03,France,7,0,6
2003-07-03,Germany,10,0,9
2003-07-03,India,3,0,3
2003-07-03,Indonesia,2,0,2
2003-07-03,Italy,4,0,4
2003-07-03,Kuwait,1,0,1
2003-07-03,Malaysia,5,2,3
2003-07-03,Mongolia,9,0,9
2003-07-03,New Zealand,1,0,1
2003-07-03,Philippines,14,2,12
2003-07-03,Republic of Ireland,1,0,1
2003-07-03,Republic of Korea,3,0,3
2003-07-03,Romania,1,0,1
2003-07-03,Russian Federation,1,0,0
2003-07-03,Singapore,206,32,171
2003-07-03,South Africa,1,1,0
2003-07-03,Spain,1,0,1
2003-07-03,Sweden,3,0,3
2003-07-03,Switzerland,1,0,1
2003-07-03,Thailand,9,2,7
2003-07-03,United Kingdom,4,0,4
2003-07-03,United States,73,0,65
2003-07-03,Viet Nam,63,5,58
2003-07-04,Brazil,1,0,1
2003-07-04,Canada,251,38,193
2003-07-04,China,5327,348,4934
2003-07-04,"Hong Kong SAR, China",1755,298,1430
2003-07-04,"Macao SAR, China",1,0,1
2003-07-04,"Taiwan, China",674,84,500
2003-07-04,Colombia,1,0,1
2003-07-04,Finland,1,0,1
2003-07-04,France,7,0,6
2003-07-04,Germany,10,0,9
2003-07-04,India,3,0,3
2003-07-04,Indonesia,2,0,2
2003-07-04,Italy,4,0,4
2003-07-04,Kuwait,1,0,1
2003-07-04,Malaysia,5,2,3
2003-07-04,Mongolia,9,0,9
2003-07-04,New Zealand,1,0,1
2003-07-04,Philippines,14,2,12
2003-07-04,Republic of Ireland,1,0,1
2003-07-04,Republic of Korea,3,0,3
2003-07-04,Romania,1,0,1
2003-07-04,Russian Federation,1,0,0
2003-07-04,Singapore,206,32,171
2003-07-04,South Africa,1,1,0
2003-07-04,Spain,1,0,1
2003-07-04,Sweden,3,0,3
2003-07-04,Switzerland,1,0,1
2003-07-04,Thailand,9,2,7
2003-07-04,United Kingdom,4,0,4
2003-07-04,United States,73,0,65
2003-07-04,Viet Nam,63,5,58
2003-07-07,Brazil,1,0,1
2003-07-07,Canada,251,38,193
2003-07-07,China,5327,348,4934
2003-07-07,"Hong Kong SAR, China",1755,298,1430
2003-07-07,"Macao SAR, China",1,0,1
2003-07-07,"Taiwan, China",674,84,500
2003-07-07,Colombia,1,0,1
2003-07-07,Finland,1,0,1
2003-07-07,France,7,0,6
2003-07-07,Germany,10,0,9
2003-07-07,India,3,0,3
2003-07-07,Indonesia,2,0,2
2003-07-07,Italy,4,0,4
2003-07-07,Kuwait,1,0,1
2003-07-07,Malaysia,5,2,3
2003-07-07,Mongolia,9,0,9
2003-07-07,New Zealand,1,0,1
2003-07-07,Philippines,14,2,12
2003-07-07,Republic of Ireland,1,0,1
2003-07-07,Republic of Korea,3,0,3
2003-07-07,Romania,1,0,1
2003-07-07,Russian Federation,1,0,0
2003-07-07,Singapore,206,32,171
2003-07-07,South Africa,1,1,0
2003-07-07,Spain,1,0,1
2003-07-07,Sweden,3,0,3
2003-07-07,Switzerland,1,0,1
2003-07-07,Thailand,9,2,7
2003-07-07,United Kingdom,4,0,4
2003-07-07,United States,73,0,65
2003-07-07,Viet Nam,63,5,58
2003-07-08,Brazil,1,0,1
2003-07-08,Canada,250,38,194
2003-07-08,China,5327,348,4934
2003-07-08,"Hong Kong SAR, China",1755,298,1430
2003-07-08,"Macao SAR, China",1,0,1
2003-07-08,"Taiwan, China",671,84,502
2003-07-08,Colombia,1,0,1
2003-07-08,Finland,1,0,1
2003-07-08,France,7,0,6
2003-07-08,Germany,10,0,9
2003-07-08,India,3,0,3
2003-07-08,Indonesia,2,0,2
2003-07-08,Italy,4,0,4
2003-07-08,Kuwait,1,0,1
2003-07-08,Malaysia,5,2,3
2003-07-08,Mongolia,9,0,9
2003-07-08,New Zealand,1,0,1
2003-07-08,Philippines,14,2,12
2003-07-08,Republic of Ireland,1,0,1
2003-07-08,Republic of Korea,3,0,3
2003-07-08,Romania,1,0,1
2003-07-08,Russian Federation,1,0,0
2003-07-08,Singapore,206,32,171
2003-07-08,South Africa,1,1,0
2003-07-08,Spain,1,0,1
2003-07-08,Sweden,3,0,3
2003-07-08,Switzerland,1,0,1
2003-07-08,Thailand,9,2,7
2003-07-08,United Kingdom,4,0,4
2003-07-08,United States,74,0,64
2003-07-08,Viet Nam,63,5,58
2003-07-09,Brazil,1,0,1
2003-07-09,Canada,249,38,193
2003-07-09,China,5327,348,4939
2003-07-09,"Hong Kong SAR, China",1755,298,1431
2003-07-09,"Macao SAR, China",1,0,1
2003-07-09,"Taiwan, China",671,84,504
2003-07-09,Colombia,1,0,1
2003-07-09,Finland,1,0,1
2003-07-09,France,7,0,6
2003-07-09,Germany,10,0,9
2003-07-09,India,3,0,3
2003-07-09,Indonesia,2,0,2
2003-07-09,Italy,4,0,4
2003-07-09,Kuwait,1,0,1
2003-07-09,Malaysia,5,2,3
2003-07-09,Mongolia,9,0,9
2003-07-09,New Zealand,1,0,1
2003-07-09,Philippines,14,2,12
2003-07-09,Republic of Ireland,1,0,1
2003-07-09,Republic of Korea,3,0,3
2003-07-09,Romania,1,0,1
2003-07-09,Russian Federation,1,0,0
2003-07-09,Singapore,206,32,171
2003-07-09,South Africa,1,1,0
2003-07-09,Spain,1,0,1
2003-07-09,Sweden,3,0,3
2003-07-09,Switzerland,1,0,1
2003-07-09,Thailand,9,2,7
2003-07-09,United Kingdom,4,0,4
2003-07-09,United States,75,0,67
2003-07-09,Viet Nam,63,5,58
2003-07-10,Brazil,1,0,1
2003-07-10,Canada,250,38,194
2003-07-10,China,5327,348,4941
2003-07-10,"Hong Kong SAR, China",1755,298,1431
2003-07-10,"Macao SAR, China",1,0,1
2003-07-10,"Taiwan, China",671,84,506
2003-07-10,Colombia,1,0,1
2003-07-10,Finland,1,0,1
2003-07-10,France,7,0,6
2003-07-10,Germany,10,0,9
2003-07-10,India,3,0,3
2003-07-10,Indonesia,2,0,2
2003-07-10,Italy,4,0,4
2003-07-10,Kuwait,1,0,1
2003-07-10,Malaysia,5,2,3
2003-07-10,Mongolia,9,0,9
2003-07-10,New Zealand,1,0,1
2003-07-10,Philippines,14,2,12
2003-07-10,Republic of Ireland,1,0,1
2003-07-10,Republic of Korea,3,0,3
2003-07-10,Romania,1,0,1
2003-07-10,Russian Federation,1,0,0
2003-07-10,Singapore,206,32,172
2003-07-10,South Africa,1,1,0
2003-07-10,Spain,1,0,1
2003-07-10,Sweden,3,0,3
2003-07-10,Switzerland,1,0,1
2003-07-10,Thailand,9,2,7
2003-07-10,United Kingdom,4,0,4
2003-07-10,United States,75,0,67
2003-07-10,Viet Nam,63,5,58
2003-07-11,Brazil,1,0,1
2003-07-11,Canada,250,38,194
2003-07-11,China,5327,348,4941
2003-07-11,"Hong Kong SAR, China",1755,298,1433
2003-07-11,"Macao SAR, China",1,0,1
2003-07-11,"Taiwan, China",671,84,507
2003-07-11,Colombia,1,0,1
2003-07-11,Finland,1,0,1
2003-07-11,France,7,1,6
2003-07-11,Germany,10,0,9
2003-07-11,India,3,0,3
2003-07-11,Indonesia,2,0,2
2003-07-11,Italy,4,0,4
2003-07-11,Kuwait,1,0,1
2003-07-11,Malaysia,5,2,3
2003-07-11,Mongolia,9,0,9
2003-07-11,New Zealand,1,0,1
2003-07-11,Philippines,14,2,12
2003-07-11,Republic of Ireland,1,0,1
2003-07-11,Republic of Korea,3,0,3
2003-07-11,Romania,1,0,1
2003-07-11,Russian Federation,1,0,0
2003-07-11,Singapore,206,32,172
2003-07-11,South Africa,1,1,0
2003-07-11,Spain,1,0,1
2003-07-11,Sweden,3,0,3
2003-07-11,Switzerland,1,0,1
2003-07-11,Thailand,9,2,7
2003-07-11,United Kingdom,4,0,4
2003-07-11,United States,75,0,67
2003-07-11,Viet Nam,63,5,58
